ItemID,Percentage1,Percentage2,Percentage3,Percentage4,Percentage5,PercentageHC1,PercentageHC2,PercentageHC3,PercentageHC4,PercentageHC5,,Phase,,Rank,FEPV,FHCEVP,P1max,P2max,P3max,P4max,P5max,P1maxHC,P2maxHC,P3maxHC,P4maxHC,P5maxHC,EPV
33811,,,,,,,,,,,Prot,3,Waist,6,131,131,126,138,168,168,205,126,126,138,168,168,130.378
28518,,,,,,,,,,,Tank,1,Hands,6,131,131,131,156,175,175,187,131,131,156,175,175,130.51
33206,,,,,,,,,,,Enh,4,Shoulders,6,165,131,141,178,187,187,237,119,119,178,187,187,164.528
29182,,,,,,,,,,,SV,1,One Hand,6,132,132,137,171,202,202,241,137,137,171,202,202,131.41
30983,,,,,,,,,,,Heal,2,Hands,6,132,132,153,198,198,215,215,125,125,198,198,202,131.5
23836,,,,,,,,,,,Bear,1,Trinket,6,132,132,243,243,249,249,358,243,243,243,249,249,131.9805
33519,,,,,,,,,,,Heal,3,Hands,6,132,132,153,198,198,215,215,125,125,198,198,202,132
32238,,,,,,,,,,,Holy,3,Ring,6,133,133,150,163,163,171,171,126,126,158,158,168,132.192
33517,,,,,,,,,,,Prot,4,Hands,6,148,133,133,142,174,174,191,133,133,142,174,174,147.261
28545,,,,,,,,,,,BM,1,Feet,6,153,133,153,164,198,198,258,133,133,164,193,193,152.05
30734,,,,,,,,,,,Dest,1,Legs,6,161,133,161,161,183,183,221,133,133,133,155,155,160.715
28822,,,,,,,,,,,Holy,4,Neck,6,134,134,134,143,184,184,184,134,134,143,143,170,133.467
38288,,,,,,,,,,,Holy,2,Trinket,6,134,134,175,175,175,175,175,175,175,175,175,175,133.5
38288,,,,,,,,,,,Holy,3,Trinket,6,134,134,175,175,175,175,175,175,175,175,175,175,133.5
29376,,,,,,,,,,,Holy,4,Trinket,6,134,134,175,175,175,175,175,175,175,175,175,175,133.5
28742,,,,,,,,,,,Resto,1,Legs,6,134,134,191,204,209,293,293,154,154,204,209,209,133.68
28424,,,,,,,,,,,Cat,1,Wrist,6,135,135,156,171,230,230,240,156,156,171,212,212,134.09
32328,,,,,,,,,,,Tree,4,Hands,6,135,135,119,135,135,164,164,119,119,135,135,145,134.3
30096,,,,,,,,,,,Tank,2,Waist,6,135,135,118,144,181,181,188,118,118,144,181,181,134.8
29016,,,,,,,,,,,Prot,1,Shoulders,6,135,135,151,169,174,174,201,144,144,169,174,174,134.958
28524,,,,,,,,,,,SV,1,One Hand,6,135,135,137,171,202,202,241,137,137,171,202,202,134.99
30723,,,,,,,,,,,Arc,1,One Hand,6,137,135,137,144,171,171,210,135,135,144,167,167,136.921
30040,,,,,,,,,,,Enh,2,Waist,6,165,135,135,217,217,217,272,135,135,217,217,217,164.584
30040,,,,,,,,,,,Enh,2,Waist,6,165,135,135,217,217,217,272,135,135,217,217,217,164.584
32505,,,,,,,,,,,Rog,3,Trinket,6,184,135,338,338,338,338,338,338,338,338,338,338,183.8
33279,,,,,,,,,,,Tank,4,Waist,6,136,136,118,144,181,181,188,118,118,144,181,181,135.5
30120,,,,,,,,,,,Fury,2,Head,6,149,136,130,149,183,183,215,121,121,139,169,169,148.48
30120,,,,,,,,,,,Fury,2,Head,6,149,136,130,149,183,183,215,121,121,139,169,169,148.48
30913,,,,,,,,,,,Dest,3,Chest,6,178,136,144,192,192,192,233,144,144,150,150,150,177.397
29086,,,,,,,,,,,Tree,1,Head,6,137,137,173,190,190,220,220,172,172,190,190,208,136.6
25792,,,,,,,,,,,Holy,1,Feet,6,137,137,190,203,203,257,257,162,162,203,203,208,136.625
32526,,,,,,,,,,,Rog,3,Ring,6,137,137,133,150,183,183,189,109,109,109,152,163,136.99
27837,,,,,,,,,,,BM,1,Legs,6,166,137,221,242,262,262,369,197,197,242,262,262,165.2
31980,,,,,,,,,,,Dest,2,Head,6,138,138,148,175,225,225,247,147,147,175,193,193,137.401
32491,,,,,,,,,,,Enh,3,Trinket,6,138,138,280,280,280,280,280,280,280,280,280,280,137.5
29998,,,,,,,,,,,Prot,2,Hands,6,139,139,133,142,174,174,191,133,133,142,174,174,138.048
35028,,,,,,,,,,,Tank,5,Hands,6,139,139,131,156,175,175,187,131,131,156,175,175,138.35
30206,,,,,,,,,,,Fire,2,Head,6,139,139,153,180,201,201,214,129,129,156,169,169,138.854
32540,,,,,,,,,,,SV,1,Back,6,140,140,185,214,214,214,290,168,168,214,214,214,139.36
25562,,,,,,,,,,,SV,1,Neck,6,160,140,178,211,211,211,255,178,178,211,211,211,159.33
30734,,,,,,,,,,,Fire,1,Legs,6,167,140,167,167,189,189,219,140,140,140,162,162,166.37
28959,,,,,,,,,,,Aff,1,Two Hand,6,169,140,247,281,338,338,402,217,217,265,338,338,168.078
33303,,,,,,,,,,,Prot,4,Feet,6,141,141,125,129,172,172,180,125,125,129,160,160,140.149
30033,,,,,,,,,,,Tank,2,Feet,6,141,141,117,149,179,179,182,117,117,149,179,179,140.66
34932,,,,,,,,,,,Resto,4,Waist,6,141,141,138,173,173,210,210,121,121,173,173,173,140.68
31996,,,,,,,,,,,Tank,2,Shoulders,6,141,141,156,157,181,181,205,156,156,157,181,181,141
28649,,,,,,,,,,,Cat,1,Ring,6,168,141,168,195,222,222,222,152,152,167,189,216,167.6
24259,,,,,,,,,,,Cat,1,Back,6,142,142,173,173,184,184,242,147,147,166,166,166,141.51
34933,,,,,,,,,,,Ele,5,Chest,6,142,142,92,123,126,126,197,92,92,114,121,124,141.74
30056,,,,,,,,,,,Dest,2,Chest,6,142,142,144,192,192,192,233,144,144,150,150,150,141.951
34929,,,,,,,,,,,Enh,5,Waist,6,181,142,135,217,217,217,272,135,135,217,217,217,180.656
32946,,,,,,,,,,,SV,3,One Hand,6,143,143,137,171,202,202,241,137,137,171,202,202,142.2
32376,,,,,,,,,,,Arms,3,Head,6,143,143,127,145,175,175,201,112,112,129,153,153,142.284
32376,,,,,,,,,,,Arms,3,Head,6,143,143,127,145,175,175,201,112,112,129,153,153,142.284
28776,,,,,,,,,,,BM,1,Hands,6,143,143,144,167,211,211,282,144,144,144,211,211,142.4
28591,,,,,,,,,,,Resto,1,Legs,6,143,143,191,204,209,293,293,154,154,204,209,209,142.45
35012,,,,,,,,,,,Dest,4,Chest,6,143,143,144,192,192,192,233,144,144,150,150,150,143
30866,,,,,,,,,,,Prot,3,Shoulders,6,158,143,151,169,174,174,201,144,144,169,174,174,157.662
30866,,,,,,,,,,,Prot,3,Shoulders,6,158,143,151,169,174,174,201,144,144,169,174,174,157.662
35507,,,,,,,,,,,Cat,3,Neck,6,170,143,174,174,204,204,204,147,147,165,172,172,169.6
33583,,,,,,,,,,,Rog,4,Waist,6,187,143,167,254,254,254,333,165,165,254,254,254,186.5
29184,,,,,,,,,,,Prot,1,Legs,6,144,144,167,201,219,219,253,163,163,192,218,218,143.071
30095,,,,,,,,,,,Arc,2,One Hand,6,144,144,137,144,171,171,210,135,135,144,167,167,143.218
25697,,,,,,,,,,,SV,1,Wrist,6,144,144,172,189,239,239,285,172,172,189,221,221,143.61
33122,,,,,,,,,,,Cat,3,Back,6,144,144,173,173,184,184,242,147,147,166,166,166,143.998
28755,,,,,,,,,,,Rog,1,Shoulders,6,176,144,178,213,252,252,296,168,168,213,252,252,175.48
32377,,,,,,,,,,,Enh,3,Shoulders,6,181,144,141,178,187,187,237,119,119,178,187,187,180.185
28601,,,,,,,,,,,Enh,1,Chest,6,181,144,216,232,267,267,352,181,181,208,223,223,180.55
35148,,,,,,,,,,,Prot,5,Feet,6,145,145,125,129,172,172,180,125,125,129,160,160,144.085
30060,,,,,,,,,,,BM,2,Feet,6,145,145,153,164,198,198,258,133,133,164,193,193,144.1
35171,,,,,,,,,,,Rog,5,Wrist,6,145,145,101,130,174,174,231,100,100,130,157,157,144.68
30104,,,,,,,,,,,Enh,2,Feet,6,145,145,141,153,186,186,277,135,135,145,178,178,144.693
30644,,,,,,,,,,,Enh,1,Hands,6,145,145,145,166,184,184,256,145,145,166,184,184,144.984
31024,,,,,,,,,,,Enh,3,Shoulders,6,164,145,141,178,187,187,237,119,119,178,187,187,163.363
30880,,,,,,,,,,,BM,3,Feet,6,167,145,153,164,198,198,258,133,133,164,193,193,167
33206,,,,,,,,,,,BM,4,Shoulders,6,175,145,140,168,205,205,249,122,122,168,205,205,174.5
24557,,,,,,,,,,,Arc,1,Two Hand,6,151,146,151,183,243,243,243,146,146,183,243,243,150.893
29166,,,,,,,,,,,BM,1,Two Hand,6,174,146,208,212,250,250,327,208,208,212,212,212,173.8
33453,,,,,,,,,,,Dest,4,Head,6,194,146,148,175,225,225,247,147,147,175,193,193,193.313
29119,,,,,,,,,,,Cat,1,Neck,6,147,147,174,174,204,204,204,147,147,165,172,172,146.416
29301,,,,,,,,,,,BM,3,Ring,6,147,147,114,128,149,154,165,104,104,104,147,154,146.45
28750,,,,,,,,,,,Rog,1,Waist,6,147,147,167,254,254,254,333,165,165,254,254,254,146.58
30196,,,,,,,,,,,Fire,2,Chest,6,147,147,152,198,198,198,231,152,152,157,162,162,146.634
30056,,,,,,,,,,,Fire,2,Chest,6,147,147,152,198,198,198,231,152,152,157,162,162,146.79
32512,,,,,,,,,,,Heal,3,Waist,6,147,147,137,159,159,188,188,125,125,159,159,159,146.8
35507,,,,,,,,,,,SV,3,Neck,6,174,147,178,211,211,211,255,178,178,211,211,211,173.2
28796,,,,,,,,,,,Enh,1,Head,6,199,147,233,270,352,352,400,219,219,245,317,317,198.742
27519,,,,,,,,,,,SV,1,Back,6,148,148,185,214,214,214,290,168,168,214,214,214,147.41
34944,,,,,,,,,,,Prot,5,Waist,6,148,148,126,138,168,168,205,126,126,138,168,168,147.802
29986,,,,,,,,,,,Dest,2,Head,6,173,148,148,175,225,225,247,147,147,175,193,193,172.042
31544,,,,,,,,,,,Rog,1,Legs,6,189,148,277,277,300,300,443,208,208,261,300,300,188.66
32494,,,,,,,,,,,Fire,2,Head,6,149,149,153,180,201,201,214,129,129,156,169,169,148.114
29184,,,,,,,,,,,Tank,1,Legs,6,149,149,168,204,226,226,271,168,168,204,226,226,148.45
32267,,,,,,,,,,,Tank,2,Feet,6,149,149,117,149,179,179,182,117,117,149,179,179,148.5
33683,,,,,,,,,,,Dest,3,Head,6,149,149,148,175,225,225,247,147,147,175,193,193,148.732
29522,,,,,,,,,,,Resto,1,Chest,6,149,149,189,203,224,316,316,154,154,203,203,316,148.8
28593,,,,,,,,,,,Tank,1,Head,6,149,149,177,203,246,246,270,177,177,203,246,246,148.844
31858,,,,,,,,,,,Bear,2,Trinket,6,150,150,243,243,249,249,358,243,243,243,249,249,149.5779
23206,,,,,,,,,,,Rog,1,Trinket,6,150,150,338,338,338,338,338,338,338,338,338,338,150
23206,,,,,,,,,,,Rog,1,Trinket,6,150,150,338,338,338,338,338,338,338,338,338,338,150
23206,,,,,,,,,,,Bear,1,Trinket,6,150,150,243,243,249,249,358,243,243,243,249,249,150
33590,,,,,,,,,,,Cat,4,Back,6,150,150,173,173,184,184,242,147,147,166,166,166,150
33763,,,,,,,,,,,Arc,3,One Hand,6,154,150,137,144,171,171,210,135,135,144,167,167,153.847
28796,,,,,,,,,,,BM,1,Head,6,196,150,228,250,353,353,397,213,213,239,322,322,195.6
30145,,,,,,,,,,,Rog,2,Hands,6,209,150,169,209,271,271,311,169,169,187,228,228,208.12
30731,,,,,,,,,,,Prot,1,Head,6,151,151,186,200,222,222,245,186,186,186,222,222,150.457
30060,,,,,,,,,,,Rog,2,Feet,6,151,151,189,189,222,227,309,157,157,157,222,222,150.82
29301,,,,,,,,,,,Rog,3,Ring,6,152,152,133,150,183,183,189,109,109,109,152,163,151.09
30834,,,,,,,,,,,Cat,1,Ring,6,152,152,168,195,222,222,222,152,152,167,189,216,151.5
33699,,,,,,,,,,,Tank,3,Shoulders,6,152,152,156,157,181,181,205,156,156,157,181,181,151.55
28742,,,,,,,,,,,Tree,2,Legs,6,152,152,195,207,207,227,227,164,164,207,207,207,152
28652,,,,,,,,,,,Holy,2,Waist,6,153,153,195,207,207,257,257,162,162,207,207,207,152.009
27453,,,,,,,,,,,SV,1,Ring,6,153,153,180,204,239,248,271,180,180,181,239,248,152.62
19377,,,,,,,,,,,SV,1,Neck,6,168,153,178,211,211,211,255,178,178,211,211,211,167.25
19377,,,,,,,,,,,SV,1,Neck,6,168,153,178,211,211,211,255,178,178,211,211,211,167.25
29997,,,,,,,,,,,Cat,2,Ring,6,180,153,168,195,222,222,222,152,152,167,189,216,179.96
31613,,,,,,,,,,,Tank,1,Chest,6,154,154,197,217,257,257,284,197,197,217,257,257,153.35
28454,,,,,,,,,,,SV,1,Wrist,6,154,154,172,189,239,239,285,172,172,189,221,221,153.41
34428,,,,,,,,,,,Enh,5,Trinket,6,155,155,280,280,280,280,280,280,280,280,280,280,154.98
29130,,,,,,,,,,,Ele,1,Two Hand,6,162,155,245,291,367,367,367,238,238,291,367,367,161.08
31056,,,,,,,,,,,Fire,3,Head,6,174,155,153,180,201,201,214,129,129,156,169,169,173.674
34211,,,,,,,,,,,Fury,5,Chest,6,156,156,117,126,144,150,199,102,102,113,134,138,155.22
30127,,,,,,,,,,,Tank,2,Shoulders,6,157,157,156,157,181,181,205,156,156,157,181,181,156.25
35182,,,,,,,,,,,Owl,5,Head,6,157,157,121,146,176,176,184,116,116,134,151,151,156.66
32580,,,,,,,,,,,Cat,3,Wrist,6,157,157,156,171,230,230,240,156,156,171,212,212,156.72
35068,,,,,,,,,,,Fury,5,Head,6,168,157,130,149,183,183,215,121,121,139,169,169,167.8
28741,,,,,,,,,,,Enh,1,Legs,6,204,157,210,213,237,237,350,183,183,213,237,237,203.624
34352,,,,,,,,,,,Prot,5,Hands,6,160,160,133,142,174,174,191,133,133,142,174,174,159.033
32579,,,,,,,,,,,Heal,4,Shoulders,6,160,160,143,161,161,216,216,128,128,161,161,161,159.2
35182,,,,,,,,,,,Ele,5,Head,6,160,160,117,137,160,160,201,117,117,132,153,153,159.65
22961,,,,,,,,,,,SV,1,Ring,6,161,161,180,204,239,248,271,180,180,181,239,248,160.62
27779,,,,,,,,,,,Bear,1,Neck,6,199,161,230,248,248,334,379,222,222,248,248,268,198.9174
30680,,,,,,,,,,,Holy,2,Feet,6,162,162,190,203,203,257,257,162,162,203,203,208,161.005
30675,,,,,,,,,,,Holy,3,Waist,6,162,162,195,207,207,257,257,162,162,207,207,207,161.005
29055,,,,,,,,,,,Holy,3,Hands,6,162,162,192,220,220,273,273,162,162,220,220,220,161.104
28663,,,,,,,,,,,Holy,3,Feet,6,162,162,190,203,203,257,257,162,162,203,203,208,161.119
22512,,,,,,,,,,,Holy,1,Chest,6,162,162,267,310,310,360,360,229,229,310,310,310,161.648
29038,,,,,,,,,,,Enh,1,Chest,6,162,162,216,232,267,267,352,181,181,208,223,223,161.97
28591,,,,,,,,,,,Heal,1,Legs,6,162,162,201,218,218,279,279,173,173,218,218,218,162
31057,,,,,,,,,,,Fire,3,Chest,6,181,162,152,198,198,198,231,152,152,157,162,162,180.508
29248,,,,,,,,,,,Cat,1,Feet,6,163,163,258,258,292,302,302,238,238,238,292,292,162.5
28621,,,,,,,,,,,Prot,1,Legs,6,163,163,167,201,219,219,253,163,163,192,218,218,162.558
28591,,,,,,,,,,,Tree,3,Legs,6,164,164,195,207,207,227,227,164,164,207,207,207,163.2
23564,,,,,,,,,,,BM,1,Chest,6,164,164,210,234,265,265,373,186,186,228,254,254,163.3
30106,,,,,,,,,,,BM,2,Waist,6,164,164,144,189,217,217,268,140,140,164,194,194,163.55
29069,,,,,,,,,,,Tank,1,Legs,6,164,164,168,204,226,226,271,168,168,204,226,226,163.7
30104,,,,,,,,,,,BM,2,Feet,6,164,164,153,164,198,198,258,133,133,164,193,193,163.75
30644,,,,,,,,,,,Rog,1,Hands,6,164,164,169,209,271,271,311,169,169,187,228,228,163.99
29083,,,,,,,,,,,BM,1,Legs,6,187,164,221,242,262,262,369,197,197,242,262,262,186.5
30017,,,,,,,,,,,Cat,2,Neck,6,165,165,174,174,204,204,204,147,147,165,172,172,164.5
30017,,,,,,,,,,,Cat,2,Neck,6,165,165,174,174,204,204,204,147,147,165,172,172,164.5
28828,,,,,,,,,,,Rog,1,Waist,6,165,165,167,254,254,254,333,165,165,254,254,254,164.8
28343,,,,,,,,,,,SV,1,Neck,6,166,166,178,211,211,211,255,178,178,211,211,211,165.46
32340,,,,,,,,,,,Resto,2,Chest,6,166,166,189,203,224,316,316,154,154,203,203,316,165.68
28612,,,,,,,,,,,Holy,2,Shoulders,6,166,166,191,226,226,240,240,176,176,226,226,226,165.828
28612,,,,,,,,,,,Holy,3,Shoulders,6,166,166,191,226,226,240,240,176,176,226,226,226,165.828
28601,,,,,,,,,,,BM,1,Chest,6,199,166,210,234,265,265,373,186,186,228,254,254,198.85
32055,,,,,,,,,,,Arc,2,Two Hand,6,173,167,151,183,243,243,243,146,146,183,243,243,172.635
30052,,,,,,,,,,,Cat,2,Ring,6,195,167,168,195,222,222,222,152,152,167,189,216,194.8
28621,,,,,,,,,,,Tank,1,Legs,6,168,168,168,204,226,226,271,168,168,204,226,226,167.826
29382,,,,,,,,,,,SV,1,Back,6,168,168,185,214,214,214,290,168,168,214,214,214,167.83
35495,,,,,,,,,,,SV,3,Back,6,168,168,185,214,214,214,290,168,168,214,214,214,167.83
32266,,,,,,,,,,,SV,3,Ring,6,196,168,180,204,239,248,271,180,180,181,239,248,195.91
28506,,,,,,,,,,,Rog,1,Hands,6,169,169,169,209,271,271,311,169,169,187,228,228,168.15
27704,,,,,,,,,,,Tank,1,Head,6,169,169,177,203,246,246,270,177,177,203,246,246,168.15
32495,,,,,,,,,,,Tree,2,Head,6,169,169,173,190,190,220,220,172,172,190,190,208,168.8
28434,,,,,,,,,,,BM,1,Two Hand,6,169,169,208,212,250,250,327,208,208,212,212,212,168.85
30917,,,,,,,,,,,BM,3,Shoulders,6,170,170,140,168,205,205,249,122,122,168,205,205,169.05
30979,,,,,,,,,,,Prot,3,Shoulders,6,170,170,151,169,174,174,201,144,144,169,174,174,169.638
29087,,,,,,,,,,,Tree,3,Chest,6,171,171,189,208,208,229,229,171,171,208,208,229,170.2
29966,,,,,,,,,,,Cat,2,Wrist,6,171,171,156,171,230,230,240,156,156,171,212,212,171
29381,,,,,,,,,,,Bear,1,Neck,6,224,171,230,248,248,334,379,222,222,248,248,268,223.5538
32275,,,,,,,,,,,Resto,4,Hands,6,172,172,142,202,202,211,211,117,117,202,202,211,171.3
31282,,,,,,,,,,,Holy,1,Chest,6,172,172,267,310,310,360,360,229,229,310,310,310,171.984
32479,,,,,,,,,,,Tree,3,Head,6,172,172,173,190,190,220,220,172,172,190,190,208,172
27702,,,,,,,,,,,Tank,1,Chest,6,173,173,197,217,257,257,284,197,197,217,257,257,172.15
28751,,,,,,,,,,,Heal,2,Legs,6,173,173,201,218,218,279,279,173,173,218,218,218,172.5
34428,,,,,,,,,,,Cat,5,Trinket,6,173,173,217,217,219,219,233,217,217,217,217,217,172.8
23554,,,,,,,,,,,Shad,1,One Hand,6,173,173,229,238,262,262,322,223,223,227,249,249,172.9475
31021,,,,,,,,,,,Enh,3,Legs,6,209,174,210,213,237,237,350,183,183,213,237,237,208.58
28741,,,,,,,,,,,BM,1,Legs,6,217,175,221,242,262,262,369,197,197,242,262,262,216.75
29054,,,,,,,,,,,Holy,4,Shoulders,6,176,176,191,226,226,240,240,176,176,226,226,226,175.15
32495,,,,,,,,,,,Heal,1,Head,6,176,176,194,213,213,273,273,188,188,213,213,225,175.7
30052,,,,,,,,,,,SV,2,Ring,6,204,176,180,204,239,248,271,180,180,181,239,248,203.54
28732,,,,,,,,,,,Rog,1,Head,6,234,176,282,317,421,421,480,248,248,317,369,369,233.7
30257,,,,,,,,,,,Enh,1,Legs,6,177,177,210,213,237,237,350,183,183,213,237,237,176.29
27866,,,,,,,,,,,Holy,1,Head,6,178,178,307,331,331,396,396,290,290,331,331,364,177.2
29019,,,,,,,,,,,Prot,1,Chest,6,179,179,223,229,247,273,273,204,204,229,247,273,178.098
30115,,,,,,,,,,,Prot,2,Head,6,180,180,186,200,222,222,245,186,186,186,222,222,179.133
33211,,,,,,,,,,,BM,4,Waist,6,180,180,144,189,217,217,268,140,140,164,194,194,179.95
30863,,,,,,,,,,,Cat,3,Wrist,6,198,180,156,171,230,230,240,156,156,171,212,212,197.76
29046,,,,,,,,,,,Rog,1,Legs,6,243,180,277,277,300,300,443,208,208,261,300,300,242.47
29298,,,,,,,,,,,SV,2,Ring,6,181,181,180,204,239,248,271,180,180,181,239,248,180.25
31336,,,,,,,,,,,Aff,1,One Hand,6,181,181,232,234,285,285,319,219,219,223,260,260,180.4052
32854,,,,,,,,,,,Ele,1,Two Hand,6,181,181,245,291,367,367,367,238,238,291,367,367,180.68
30730,,,,,,,,,,,Enh,1,Chest,6,216,181,216,232,267,267,352,181,181,208,223,223,215.709
25789,,,,,,,,,,,SV,1,Waist,6,217,181,232,284,340,340,388,220,220,271,314,314,216.25
33766,,,,,,,,,,,Arc,3,Two Hand,6,183,183,151,183,243,243,243,146,146,183,243,243,182.981
32473,,,,,,,,,,,Tank,2,Head,6,184,183,177,203,246,246,270,177,177,203,246,246,183.6
29130,,,,,,,,,,,Dest,1,Two Hand,5,215,185,315,359,437,437,502,283,283,348,437,437,214.01
30185,,,,,,,,,,,Enh,2,Chest,6,215,183,216,232,267,267,352,181,181,208,223,223,214.488
32251,,,,,,,,,,,SV,3,Wrist,6,184,184,172,189,239,239,285,172,172,189,221,221,183.13
32347,,,,,,,,,,,Enh,3,Hands,6,184,184,145,166,184,184,256,145,145,166,184,184,183.27
34901,,,,,,,,,,,Tree,4,Legs,6,184,184,195,207,207,227,227,164,164,207,207,207,183.8
27434,,,,,,,,,,,Cat,1,Shoulders,6,219,184,243,281,285,285,339,240,240,281,285,285,218.11
34927,,,,,,,,,,,Enh,5,Chest,6,241,184,216,232,267,267,352,181,181,208,223,223,240.48
31997,,,,,,,,,,,Tank,2,Head,6,185,185,177,203,246,246,270,177,177,203,246,246,184.45
31019,,,,,,,,,,,Resto,2,Legs,6,185,185,191,204,209,293,293,154,154,204,209,209,184.88
30538,,,,,,,,,,,Rog,1,Legs,6,227,185,277,277,300,300,443,208,208,261,300,300,226.2
33540,,,,,,,,,,,SV,4,Wrist,6,186,186,172,189,239,239,285,172,172,189,221,221,185.19
30120,,,,,,,,,,,Prot,2,Head,6,200,186,186,200,222,222,245,186,186,186,222,222,199.888
30121,,,,,,,,,,,Prot,2,Legs,6,201,186,167,201,219,219,253,163,163,192,218,218,200.266
32329,,,,,,,,,,,Tree,4,Head,6,187,187,173,190,190,220,220,172,172,190,190,208,186.7
32475,,,,,,,,,,,Resto,3,Head,6,187,187,193,213,213,295,295,187,187,213,213,230,186.88
29985,,,,,,,,,,,Enh,2,Legs,6,188,188,210,213,237,237,350,183,183,213,237,237,187.142
32240,,,,,,,,,,,Heal,2,Head,6,188,188,194,213,213,273,273,188,188,213,213,225,187.45
23554,,,,,,,,,,,Owl,1,One Hand,6,188,188,244,250,275,275,336,234,234,234,258,258,187.82
27713,,,,,,,,,,,SV,1,Shoulders,6,214,188,238,293,318,318,420,238,238,293,318,318,213.03
29247,,,,,,,,,,,Cat,1,Waist,6,218,188,218,326,326,326,335,214,214,326,326,326,218
28297,,,,,,,,,,,Aff,1,One Hand,6,189,189,232,234,285,285,319,219,219,223,260,260,188.272
28633,,,,,,,,,,,Shad,1,Two Hand,6,206,189,224,254,324,324,353,208,208,249,324,324,205.8536
32575,,,,,,,,,,,BM,3,Shoulders,6,190,190,140,168,205,205,249,122,122,168,205,205,189.475
33587,,,,,,,,,,,Holy,4,Hands,6,190,190,192,220,220,273,273,162,162,220,220,220,189.619
31992,,,,,,,,,,,Tank,2,Chest,6,190,190,197,217,257,257,284,197,197,217,257,257,189.8
30919,,,,,,,,,,,BM,3,Waist,6,190,190,144,189,217,217,268,140,140,164,194,194,189.85
23554,,,,,,,,,,,Ele,1,One Hand,6,190,190,235,236,260,260,349,232,232,232,260,260,189.89
29355,,,,,,,,,,,Aff,1,Two Hand,6,190,190,247,281,338,338,402,217,217,265,338,338,189.985
30864,,,,,,,,,,,SV,3,Wrist,6,191,191,172,189,239,239,285,172,172,189,221,221,190.08
32854,,,,,,,,,,,Owl,1,Two Hand,6,191,191,260,295,343,343,412,234,234,287,343,343,190.76
28750,,,,,,,,,,,Cat,1,Waist,6,191,191,218,326,326,326,335,214,214,326,326,326,191
28935,,,,,,,,,,,Fire,1,Two Hand,6,221,191,325,371,435,435,515,294,294,362,435,435,220.69
32347,,,,,,,,,,,BM,3,Hands,6,192,192,144,167,211,211,282,144,144,144,211,211,191.475
25685,,,,,,,,,,,Cat,1,Hands,6,218,192,235,240,240,240,409,235,235,240,240,240,217.28
25685,,,,,,,,,,,Cat,1,Hands,6,218,192,235,240,240,240,409,235,235,240,240,240,217.28
29525,,,,,,,,,,,Rog,1,Chest,6,222,192,265,295,351,351,447,225,225,271,314,314,221.26
33670,,,,,,,,,,,BM,3,Two Hand,6,216,193,208,212,250,250,327,208,208,212,212,212,215.2
28422,,,,,,,,,,,SV,1,Feet,6,196,196,266,284,312,312,364,246,246,284,312,312,195.42
30739,,,,,,,,,,,BM,1,Legs,6,221,197,221,242,262,262,369,197,197,242,262,262,221
34914,,,,,,,,,,,Enh,5,Legs,6,222,197,210,213,237,237,350,183,183,213,237,237,221.494
25831,,,,,,,,,,,Rog,1,Chest,6,198,198,265,295,351,351,447,225,225,271,314,314,197.25
33518,,,,,,,,,,,Heal,3,Legs,6,198,198,201,218,218,279,279,173,173,218,218,218,197.69
33389,,,,,,,,,,,SV,4,One Hand,6,199,199,137,171,202,202,241,137,137,171,202,202,198.41
28436,,,,,,,,,,,BM,2,Two Hand,6,199,199,208,212,250,250,327,208,208,212,212,212,198.8
27776,,,,,,,,,,,Cat,1,Shoulders,6,200,200,243,281,285,285,339,240,240,281,285,285,199.5
32263,,,,,,,,,,,Prot,3,Legs,6,212,200,167,201,219,219,253,163,163,192,218,218,211.556
32450,,,,,,,,,,,Shad,1,One Hand,6,201,201,229,238,262,262,322,223,223,227,249,249,200.116
32271,,,,,,,,,,,Resto,4,Legs,6,201,201,191,204,209,293,293,154,154,204,209,209,200.69
30149,,,,,,,,,,,Rog,2,Shoulders,6,201,201,178,213,252,252,296,168,168,213,252,252,200.82
30149,,,,,,,,,,,Rog,2,Shoulders,6,201,201,178,213,252,252,296,168,168,213,252,252,200.82
32497,,,,,,,,,,,Bear,3,Ring,6,290,201,268,268,323,323,338,268,268,268,323,323,289.7535
28828,,,,,,,,,,,Cat,1,Waist,6,202,202,218,326,326,326,335,214,214,326,326,326,201.25
30974,,,,,,,,,,,Prot,3,Head,6,202,202,186,200,222,222,245,186,186,186,222,222,202
29153,,,,,,,,,,,Tank,1,One Hand,6,203,203,249,263,289,289,293,249,249,263,289,289,202.19
28396,,,,,,,,,,,Cat,1,Hands,6,203,203,235,240,240,240,409,235,235,240,240,240,202.5
29012,,,,,,,,,,,Prot,1,Chest,6,204,204,223,229,247,273,273,204,204,229,247,273,203.16
28776,,,,,,,,,,,Cat,1,Hands,6,204,204,235,240,240,240,409,235,235,240,240,240,203.62
32508,,,,,,,,,,,Bear,1,Neck,6,204,204,230,248,248,334,379,222,222,248,248,268,203.6694
32252,,,,,,,,,,,BM,3,Chest,6,257,204,210,234,265,265,373,186,186,228,254,254,256.45
33492,,,,,,,,,,,BM,4,Two Hand,6,205,205,208,212,250,250,327,208,208,212,212,212,204.05
32450,,,,,,,,,,,Ele,1,One Hand,6,205,205,235,236,260,260,349,232,232,232,260,260,204.22
28756,,,,,,,,,,,Holy,1,Head,6,205,205,307,331,331,396,396,290,290,331,331,364,204.608
